,cmd_city,cmd_month,cmd_day,cmd_mean,cmd_max,cmd_min,mean,max,min,diff_mean,diff_max,diff_min
208,Wroclaw,4,3,8.063636363636363,5.4,-0.4,7.410380622837372,9.8,-0.0,0.6532557407989907,-4.4,-0.4
209,Wroclaw,7,16,7.6333333333333355,9.8,-2.8,6.946792452830193,9.8,-0.1,0.6865408805031423,0.0,-2.6999999999999997
210,Wroclaw,10,25,4.6000000000000005,6.8,-0.9,7.1358422939068165,9.9,-0.1,-2.535842293906816,-3.1000000000000005,-0.8
211,Auckland,1,23,12.100000000000001,13.6,10.8,15.087272727272724,21.7,-2.8,-2.987272727272723,-8.1,13.600000000000001
212,Auckland,3,22,18.75,19.2,18.3,15.377439024390247,20.9,10.8,3.372560975609753,-1.6999999999999993,7.5
213,Auckland,5,18,13.25,17.4,11.1,15.098809523809532,20.4,-2.8,-1.848809523809532,-3.0,13.899999999999999
214,Auckland,8,27,15.775,19.4,11.6,15.121249999999998,21.2,-2.8,0.6537500000000023,-1.8000000000000007,14.399999999999999
215,Auckland,10,5,14.683333333333335,17.2,11.8,15.475352112676063,21.5,-2.8,-0.7920187793427278,-4.300000000000001,14.600000000000001
216,Cape Town,1,3,14.916666666666666,18.4,11.3,15.731578947368426,21.2,-2.8,-0.8149122807017601,-2.8000000000000007,14.100000000000001
217,Cape Town,2,19,14.033333333333331,15.2,13.2,16.001935483870966,21.2,10.9,-1.9686021505376345,-6.0,2.299999999999999
218,Hamilton,7,14,16.066666666666666,19.9,12.4,13.776027397260277,9.9,10.0,2.2906392694063893,9.999999999999998,2.4000000000000004
219,Hamilton,8,26,15.98,9.9,15.5,13.578666666666669,9.9,10.0,2.4013333333333318,0.0,5.5
220,Hamilton,11,21,14.500000000000002,9.8,12.3,13.928846153846148,9.9,10.0,0.5711538461538535,-0.09999999999999964,2.3000000000000007
221,Johannesburg,1,13,14.62857142857143,8.9,15.2,14.73051948051949,9.7,10.1,-0.10194805194806023,-0.7999999999999989,5.1
222,Johannesburg,3,4,12.6,21.8,-2.8,15.186746987951812,9.8,-2.8,-2.5867469879518126,12.0,0.0
223,Johannesburg,4,10,18.0,18.0,18.0,14.767999999999997,9.7,-2.8,3.232000000000003,8.3,20.8
224,Johannesburg,9,28,13.65,8.3,14.7,15.412413793103436,9.4,10.4,-1.7624137931034358,-1.0999999999999996,4.299999999999999
225,Kherson,9,15,8.090909090909092,4.7,-3.9,8.23309608540925,9.8,-0.2,-0.14218699450015748,-5.1000000000000005,-3.6999999999999997
226,Kherson,10,20,7.383333333333333,8.7,-2.0,8.739837398373986,9.9,-0.1,-1.356504065040653,-1.200000000000001,-1.9
227,Kiev,3,26,6.833333333333333,5.8,-2.8,6.406643356643358,9.5,-0.3,0.42668997668997477,-3.7,-2.5
228,Kiev,9,27,1.8769230769230771,7.4,-0.3,7.117712177121768,9.8,-0.3,-5.240789100198691,-2.4000000000000004,0.0
229,Kiev,12,1,4.027272727272727,7.0,-10.1,5.73851851851852,9.9,-0.1,-1.7112457912457923,-2.9000000000000004,-10.0
230,Lvov,3,5,7.955555555555555,8.3,-0.0,7.008076923076916,9.9,-0.0,0.9474786324786386,-1.5999999999999996,0.0
231,Lvov,11,19,6.377777777777777,7.8,-7.0,7.134163701067614,9.9,-0.0,-0.7563859232898364,-2.1000000000000005,-7.0
232,Marseille,2,20,13.487499999999999,8.2,11.4,14.727819548872189,9.9,-2.8,-1.2403195488721899,-1.700000000000001,14.2
233,Odesa,4,18,7.553846153846153,21.9,-0.5,10.866544117647061,9.9,-0.1,-3.3126979638009084,11.999999999999998,-0.4
234,Odesa,4,28,9.055555555555555,9.7,-2.0,10.866544117647061,9.9,-0.1,-1.8109885620915058,-0.20000000000000107,-1.9
235,Odesa,7,20,11.875,19.2,-3.2,9.174087591240879,9.9,-0.1,2.7009124087591214,9.299999999999999,-3.1
236,Odesa,8,10,8.572727272727272,4.2,1.4,9.957251908396948,9.6,-0.0,-1.3845246356696759,-5.3999999999999995,1.4
237,Paris,5,27,10.080000000000002,6.3,13.4,10.252674897119338,9.8,-0.0,-0.17267489711933592,-3.500000000000001,13.4
238,Paris,6,4,8.775,8.0,11.8,9.34661654135338,9.8,-0.4,-0.5716165413533805,-1.8000000000000007,12.200000000000001
239,Stockholm,7,16,9.433333333333332,3.5,-2.8,6.282101167315175,9.5,-0.1,3.151232166018157,-6.0,-2.6999999999999997
240,Tokyo,5,14,6.775,7.2,-2.8,12.035542168674699,9.7,-0.1,-5.260542168674698,-2.499999999999999,-2.6999999999999997
241,Tokyo,5,16,6.8,8.6,5.0,12.035542168674699,9.7,-0.1,-5.235542168674699,-1.0999999999999996,5.1
242,Tokyo,10,15,13.724999999999998,4.4,22.3,12.615527950310554,9.6,-0.0,1.109472049689444,-5.199999999999999,22.3
243,Tottori,2,23,20.833333333333332,26.2,16.3,15.951851851851856,8.3,10.0,4.881481481481476,17.9,6.300000000000001
244,Tottori,10,10,16.833333333333332,6.8,16.2,15.403205128205135,9.6,1.9,1.430128205128197,-2.8,14.299999999999999
245,Warsaw,12,21,5.5,2.5,-0.5,6.319011406844112,9.6,-0.1,-0.8190114068441119,-7.1,-0.4
246,Wroclaw,1,12,4.5857142857142845,7.6,-1.6,6.925000000000004,9.9,-0.0,-2.3392857142857197,-2.3000000000000007,-1.6
247,Auckland,1,12,14.279999999999998,19.3,-2.8,15.087272727272724,21.7,-2.8,-0.8072727272727267,-2.3999999999999986,0.0
248,Brasília,4,29,21.950000000000003,22.6,21.3,20.80320855614972,24.7,-2.8,1.146791443850283,-2.099999999999998,24.1
249,Brasília,11,18,22.275000000000002,22.9,21.7,21.315343915343924,25.3,-2.8,0.9596560846560784,-2.400000000000002,24.5
250,Canoas,4,13,18.812500000000004,24.0,15.3,17.463793103448282,24.8,-2.8,1.3487068965517217,-0.8000000000000007,18.1
251,Canoas,4,25,18.114285714285714,22.0,13.4,17.463793103448282,24.8,-2.8,0.650492610837432,-2.8000000000000007,16.2
252,Canoas,5,4,16.82857142857143,24.5,12.4,17.315642458100548,24.7,-2.8,-0.48707102952911896,-0.1999999999999993,15.2
253,Canoas,8,20,20.86,25.2,13.0,17.053367875647666,25.5,-2.8,3.8066321243523333,-0.3000000000000007,15.8
254,Cape Town,2,26,16.875,20.0,15.3,16.001935483870966,21.2,10.9,0.873064516129034,-1.1999999999999993,4.4
255,Cape Town,8,2,14.675,19.4,11.3,15.97183908045978,21.5,-2.8,-1.2968390804597796,-2.1000000000000014,14.100000000000001
256,Cape Town,11,15,17.37142857142857,20.6,12.3,16.020143884892082,21.6,-2.8,1.3512846865364878,-1.0,15.100000000000001
257,Hamilton,8,1,11.85,13.1,10.6,13.578666666666669,9.9,10.0,-1.728666666666669,3.1999999999999993,0.5999999999999996
258,Hamilton,10,13,14.766666666666666,18.9,11.5,13.93949044585987,9.9,10.0,0.8271762208067965,8.999999999999998,1.5
259,Johannesburg,9,7,16.95,20.5,10.7,15.412413793103436,9.4,10.4,1.5375862068965631,11.1,0.29999999999999893
260,Kherson,3,6,7.811111111111111,6.7,-6.5,9.311969111969105,9.8,-0.3,-1.5008580008579946,-3.1000000000000005,-6.2
261,Kiev,1,16,5.7857142857142865,9.6,-1.0,7.2031914893617,9.8,-0.4,-1.4174772036474135,-0.20000000000000107,-0.6
262,Kiev,2,2,8.41,2.5,-0.4,6.933935018050539,9.4,-0.1,1.4760649819494613,-6.9,-0.30000000000000004
263,Kiev,10,23,6.075000000000001,4.4,-2.4,8.109689922480623,9.5,-0.2,-2.034689922480622,-5.1,-2.1999999999999997
264,Lvov,4,6,11.475000000000001,4.4,0.0,7.037414965986391,9.8,-0.2,4.43758503401361,-5.4,0.2
265,Lvov,6,10,12.64,19.2,-2.4,7.825941422594143,9.6,-0.0,4.8140585774058575,9.6,-2.4
266,Lvov,9,14,5.762499999999999,5.8,-1.5,6.253846153846153,9.4,-0.0,-0.49134615384615365,-3.6000000000000005,-1.5
267,Marseille,4,4,16.77142857142857,9.8,10.1,14.900401606425707,9.9,-2.8,1.8710269650028621,-0.09999999999999964,12.899999999999999
268,Marseille,4,30,16.418181818181814,5.8,10.4,14.900401606425707,9.9,-2.8,1.5177802117561079,-4.1000000000000005,13.2
269,Marseille,8,25,17.623076923076926,9.0,11.9,14.411940298507472,9.9,-2.8,3.2111366245694537,-0.9000000000000004,14.7
270,Odesa,7,9,9.16,5.0,0.7,9.174087591240879,9.9,-0.1,-0.014087591240878439,-4.9,0.7999999999999999
271,Odesa,11,10,11.72,21.6,-1.4,10.330364372469624,9.9,-0.3,1.3896356275303763,11.700000000000001,-1.0999999999999999
272,Paris,10,31,6.628571428571429,8.1,-2.8,10.187450980392152,9.9,-0.1,-3.5588795518207226,-1.8000000000000007,-2.6999999999999997
273,Stockholm,4,20,4.114285714285715,5.8,-0.9,5.683265306122453,9.8,-0.0,-1.5689795918367384,-4.000000000000001,-0.9
274,Stockholm,5,1,3.533333333333333,6.9,-0.1,6.164459930313588,9.7,-0.1,-2.6311265969802546,-2.799999999999999,0.0
275,Stockholm,11,14,9.830000000000002,9.2,-3.7,6.664727272727271,9.9,-0.3,3.165272727272731,-0.7000000000000011,-3.4000000000000004
276,Tokyo,1,11,9.585714285714285,8.2,0.7,13.663742690058477,9.9,-0.3,-4.078028404344192,-1.700000000000001,1.0
277,Tokyo,1,14,11.814285714285713,9.1,14.4,13.663742690058477,9.9,-0.3,-1.849456975772764,-0.8000000000000007,14.700000000000001
278,Tokyo,10,2,13.457142857142856,4.8,15.5,12.615527950310554,9.6,-0.0,0.8416149068323016,-4.8,15.5
279,Tokyo,11,24,12.300000000000002,9.3,10.0,13.045138888888893,9.6,-0.6,-0.7451388888888903,-0.29999999999999893,10.6
280,Tottori,2,20,13.1,13.1,13.1,15.951851851851856,8.3,10.0,-2.8518518518518565,4.799999999999999,3.0999999999999996
281,Tottori,4,5,21.025,25.7,16.5,14.348235294117636,9.8,1.3,6.676764705882363,15.899999999999999,15.2
282,Tottori,9,8,23.400000000000002,28.1,15.3,14.647999999999998,9.9,1.4,8.752000000000004,18.200000000000003,13.9
283,Tottori,10,31,15.600000000000001,9.4,11.8,15.403205128205135,9.6,1.9,0.1967948717948662,-0.1999999999999993,9.9
284,Tottori,11,23,16.95,5.8,12.5,14.88141025641025,9.7,1.8,2.068589743589749,-3.8999999999999995,10.7
285,Uppsala,8,12,0.13333333333333314,8.7,-0.5,3.915073529411765,9.9,-0.0,-3.781740196078432,-1.200000000000001,-0.5
286,Uppsala,9,30,5.225,13.7,-6.1,4.343071161048689,9.9,-0.2,0.8819288389513105,3.799999999999999,-5.8999999999999995
287,Warsaw,4,25,9.157142857142857,6.5,-0.0,7.064478764478761,9.7,-0.0,2.092664092664095,-3.1999999999999993,0.0
288,Warsaw,10,29,9.10909090909091,7.2,1.1,7.921428571428572,9.7,-0.2,1.1876623376623376,-2.499999999999999,1.3
289,Wroclaw,3,30,10.2625,7.8,-3.6,6.396309963099636,9.5,-0.0,3.8661900369003632,-1.7000000000000002,-3.6
290,Wroclaw,10,18,12.150000000000004,8.7,-1.0,7.1358422939068165,9.9,-0.1,5.0141577060931874,-1.200000000000001,-0.9
291,Wroclaw,10,20,4.6375,8.2,0.0,7.1358422939068165,9.9,-0.1,-2.4983422939068163,-1.700000000000001,0.1
292,Auckland,3,8,14.044444444444444,19.6,10.8,15.377439024390247,20.9,10.8,-1.3329945799458027,-1.2999999999999972,0.0
293,Auckland,12,14,15.27142857142857,19.0,12.2,14.767630057803464,20.2,-2.8,0.5037985136251066,-1.1999999999999993,15.0
294,Brasília,4,30,21.522222222222222,23.2,18.9,20.80320855614972,24.7,-2.8,0.7190136660725024,-1.5,21.7
295,Brasília,12,10,22.433333333333334,23.3,21.9,21.121546961325976,25.8,-2.8,1.311786372007358,-2.5,24.7
296,Canoas,7,21,18.0,24.4,12.7,17.534972677595636,25.0,-2.8,0.46502732240436373,-0.6000000000000014,15.5
297,Cape Town,8,8,16.53333333333333,20.3,12.0,15.97183908045978,21.5,-2.8,0.5614942528735511,-1.1999999999999993,14.8
298,Johannesburg,12,22,11.566666666666668,7.9,10.4,15.238378378378373,9.5,-2.8,-3.671711711711705,-1.5999999999999996,13.2
299,Kherson,3,17,13.377777777777778,22.1,-2.8,9.311969111969105,9.8,-0.3,4.065808665808673,12.3,-2.5
300,Kherson,8,27,8.127272727272727,23.0,-0.3,8.261071428571421,9.8,-0.1,-0.1337987012986943,13.2,-0.19999999999999998
301,Kherson,9,2,6.9625,9.8,-0.4,8.23309608540925,9.8,-0.2,-1.2705960854092488,0.0,-0.2
302,Kiev,8,6,8.139999999999999,8.3,-1.7,7.458718861209961,9.9,-0.1,0.6812811387900375,-1.5999999999999996,-1.5999999999999999
303,Marseille,8,27,15.242857142857142,8.9,10.3,14.411940298507472,9.9,-2.8,0.8309168443496695,-1.0,13.100000000000001
304,Marseille,9,23,13.177777777777779,8.2,10.2,14.60428015564203,9.9,-2.8,-1.4265023778642512,-1.700000000000001,13.0
305,Marseille,11,19,14.890909090909092,9.2,10.0,14.817695473251026,9.9,-2.8,0.073213617658066,-0.7000000000000011,12.8
306,Odesa,12,9,8.3875,9.8,-1.6,10.56457564575645,9.9,-0.1,-2.1770756457564513,-0.09999999999999964,-1.5
307,Paris,3,8,8.274999999999999,8.7,14.9,9.570758122743685,9.9,-0.1,-1.2957581227436865,-1.200000000000001,15.0
308,Stockholm,11,30,4.371428571428571,6.5,-0.3,6.664727272727271,9.9,-0.3,-2.2932987012987,-3.4000000000000004,0.0
309,Tokyo,2,11,5.460000000000001,7.7,0.1,11.921710526315794,9.7,-0.0,-6.461710526315793,-1.9999999999999991,0.1
310,Tokyo,9,25,13.7,25.0,2.4,12.004102564102572,9.9,-0.2,1.695897435897427,15.1,2.6
311,Tottori,4,3,25.0,26.6,23.4,14.348235294117636,9.8,1.3,10.651764705882364,16.8,22.099999999999998
312,Tottori,5,3,14.0,3.1,12.0,14.698787878787886,9.8,10.0,-0.6987878787878863,-6.700000000000001,2.0
313,Tottori,6,4,15.285714285714288,7.2,10.3,14.448618784530378,9.7,1.9,0.8370955011839101,-2.499999999999999,8.4
314,Tottori,7,3,11.200000000000001,3.6,11.6,14.34,9.2,-2.8,-3.139999999999999,-5.6,14.399999999999999
315,Warsaw,3,10,7.535714285714286,9.9,-0.9,6.977205882352944,9.9,-0.0,0.5585084033613414,0.0,-0.9
316,Wroclaw,10,19,8.76666666666667,8.3,-0.5,7.1358422939068165,9.9,-0.1,1.6308243727598528,-1.5999999999999996,-0.4
317,Canoas,8,19,16.485714285714288,24.9,-2.8,17.053367875647666,25.5,-2.8,-0.5676535899333786,-0.6000000000000014,0.0
318,Canoas,10,25,20.5,20.5,20.5,17.41896551724138,25.1,-2.8,3.0810344827586214,-4.600000000000001,23.3
319,Johannesburg,2,21,14.75,15.0,14.5,14.737654320987666,9.9,10.0,0.012345679012334188,5.1,4.5
320,Johannesburg,3,13,15.0625,7.6,10.9,15.186746987951812,9.8,-2.8,-0.12424698795181222,-2.200000000000001,13.7
321,Johannesburg,4,9,16.05,16.6,15.5,14.767999999999997,9.7,-2.8,1.2820000000000036,6.900000000000002,18.3
322,Johannesburg,10,14,17.224999999999998,21.2,10.9,15.16103896103896,9.8,-2.8,2.063961038961038,11.399999999999999,13.7
323,Kiev,9,8,10.615384615384613,8.1,-2.8,7.117712177121768,9.8,-0.3,3.4976724382628452,-1.700000000000001,-2.5
324,Lvov,3,6,9.975,7.6,-1.1,7.008076923076916,9.9,-0.0,2.9669230769230834,-2.3000000000000007,-1.1
325,Lvov,11,27,6.371428571428572,3.1,-9.3,7.134163701067614,9.9,-0.0,-0.7627351296390419,-6.800000000000001,-9.3
326,Marseille,10,9,20.1,20.1,20.1,14.868525896414337,9.9,-2.8,5.231474103585665,10.200000000000001,22.900000000000002
327,Odesa,6,8,14.175,21.8,10.8,10.268551236749119,9.8,-0.2,3.906448763250882,12.0,11.0
328,Paris,9,21,7.714285714285714,7.3,-0.8,10.034732824427476,9.9,-0.8,-2.320447110141761,-2.6000000000000005,0.0
329,Stockholm,2,8,8.828571428571427,7.3,-2.8,6.47913385826772,9.5,-0.1,2.3494375703037074,-2.2,-2.6999999999999997
330,Stockholm,7,3,2.857142857142857,3.6,-1.6,6.282101167315175,9.5,-0.1,-3.4249583101723178,-5.9,-1.5
331,Stockholm,7,18,8.46923076923077,7.1,1.0,6.282101167315175,9.5,-0.1,2.1871296019155944,-2.4000000000000004,1.1
332,Stockholm,8,18,5.342857142857143,9.8,-6.5,5.623161764705884,9.9,-0.0,-0.2803046218487406,-0.09999999999999964,-6.5
333,Stockholm,8,21,6.5249999999999995,6.3,-1.2,5.623161764705884,9.9,-0.0,0.9018382352941154,-3.6000000000000005,-1.2
334,Stockholm,11,25,7.300000000000002,6.7,0.3,6.664727272727271,9.9,-0.3,0.6352727272727305,-3.2,0.6
335,Tokyo,8,12,12.02,6.5,13.7,12.286075949367087,9.8,-0.1,-0.266075949367087,-3.3000000000000007,13.799999999999999
336,Tokyo,8,19,14.559999999999999,25.2,1.3,12.286075949367087,9.8,-0.1,2.273924050632912,15.399999999999999,1.4000000000000001
337,Tokyo,11,12,10.3,22.2,-0.6,13.045138888888893,9.6,-0.6,-2.745138888888892,12.6,0.0
338,Tottori,1,29,13.766666666666666,21.6,16.9,14.012571428571427,9.9,1.5,-0.24590476190476096,11.700000000000001,15.399999999999999
339,Tottori,8,10,19.61111111111111,5.4,16.4,14.964606741573032,9.6,1.3,4.6465043695380785,-4.199999999999999,15.099999999999998
340,Uppsala,5,12,8.32857142857143,8.7,-4.0,5.138188976377949,9.8,-0.2,3.1903824521934805,-1.1000000000000014,-3.8
341,Uppsala,8,30,0.3857142857142855,4.3,-2.3,3.915073529411765,9.9,-0.0,-3.5293592436974794,-5.6000000000000005,-2.3
342,Warsaw,12,9,6.171428571428571,5.8,-1.8,6.319011406844112,9.6,-0.1,-0.14758283541554107,-3.8,-1.7
343,Wroclaw,10,2,4.618181818181818,9.9,-1.1,7.1358422939068165,9.9,-0.1,-2.5176604757249983,0.0,-1.0
344,Auckland,1,5,14.637500000000001,17.3,10.4,15.087272727272724,21.7,-2.8,-0.4497727272727232,-4.399999999999999,13.2
345,Auckland,12,20,13.850000000000001,16.0,11.3,14.767630057803464,20.2,-2.8,-0.9176300578034624,-4.199999999999999,14.100000000000001
346,Canoas,1,31,18.1,22.8,13.4,17.237426900584794,24.7,-2.8,0.8625730994152079,-1.8999999999999986,16.2
347,Hamilton,8,24,13.179999999999998,9.4,10.1,13.578666666666669,9.9,10.0,-0.3986666666666707,-0.5,0.09999999999999964
348,Johannesburg,4,28,14.57777777777778,7.9,10.6,14.767999999999997,9.7,-2.8,-0.19022222222221785,-1.799999999999999,13.399999999999999
349,Johannesburg,7,2,13.149999999999999,9.5,10.6,14.70961538461538,9.8,-2.8,-1.5596153846153822,-0.3000000000000007,13.399999999999999
350,Johannesburg,8,24,14.657142857142858,8.8,11.8,14.980291970802922,9.8,10.1,-0.3231491136600635,-1.0,1.700000000000001
351,Johannesburg,10,10,15.616666666666665,9.1,10.1,15.16103896103896,9.8,-2.8,0.4556277056277054,-0.7000000000000011,12.899999999999999
352,Johannesburg,12,2,13.655555555555557,9.2,10.5,15.238378378378373,9.5,-2.8,-1.5828228228228163,-0.3000000000000007,13.3
353,Johannesburg,12,19,15.64,18.6,11.0,15.238378378378373,9.5,-2.8,0.4016216216216275,9.100000000000001,13.8
354,Kherson,4,29,8.65,9.6,-4.3,8.79283018867924,9.9,-0.0,-0.14283018867923936,-0.3000000000000007,-4.3
355,Kherson,7,20,5.883333333333334,9.2,-0.4,7.822265625,9.9,-0.1,-1.9389322916666663,-0.7000000000000011,-0.30000000000000004
356,Kherson,9,6,3.533333333333333,7.9,-2.1,8.23309608540925,9.8,-0.2,-4.699762752075916,-1.9000000000000004,-1.9000000000000001
357,Kiev,4,3,7.877777777777778,7.9,-4.7,6.4632411067193685,9.5,-0.0,1.4145366710584097,-1.5999999999999996,-4.7
358,Kiev,9,14,8.6,21.3,-4.5,7.117712177121768,9.8,-0.3,1.4822878228782317,11.5,-4.2
359,Kiev,11,5,5.88,8.0,-1.6,6.582329317269079,9.8,-0.1,-0.7023293172690792,-1.8000000000000007,-1.5
360,Lvov,7,30,7.625,19.0,-3.5,6.196885813148788,9.9,-0.1,1.4281141868512117,9.1,-3.4
361,Marseille,1,23,15.857142857142856,8.5,11.4,14.912333333333336,9.9,-2.8,0.9448095238095195,-1.4000000000000004,14.2
362,Marseille,8,23,14.685714285714285,9.9,-2.8,14.411940298507472,9.9,-2.8,0.27377398720681256,0.0,0.0
363,Paris,9,16,8.714285714285715,7.4,1.1,10.034732824427476,9.9,-0.8,-1.3204471101417603,-2.5,1.9000000000000001
364,Stockholm,6,29,5.6499999999999995,8.2,-2.3,6.631785714285718,9.7,-0.1,-0.9817857142857189,-1.5,-2.1999999999999997
365,Tokyo,10,25,14.2,7.5,14.1,12.615527950310554,9.6,-0.0,1.5844720496894453,-2.0999999999999996,14.1
366,Uppsala,7,13,5.11,8.3,-2.7,4.692805755395685,9.9,-0.1,0.41719424460431576,-1.5999999999999996,-2.6
367,Uppsala,8,14,5.660000000000001,9.8,-0.8,3.915073529411765,9.9,-0.0,1.744926470588236,-0.09999999999999964,-0.8
368,Uppsala,9,4,3.1399999999999997,9.1,-1.3,4.343071161048689,9.9,-0.2,-1.2030711610486895,-0.8000000000000007,-1.1
369,Auckland,5,16,13.966666666666669,16.6,12.5,15.098809523809532,20.4,-2.8,-1.1321428571428633,-3.799999999999997,15.3
370,Auckland,9,28,16.333333333333332,18.0,13.1,15.431851851851853,20.5,10.4,0.9014814814814791,-2.5,2.6999999999999993
371,Auckland,10,22,16.15,18.8,12.8,15.475352112676063,21.5,-2.8,0.6746478873239354,-2.6999999999999993,15.600000000000001
372,Brasília,8,3,22.07777777777778,24.2,19.9,20.877005347593588,24.6,-2.8,1.200772430184191,-0.40000000000000213,22.7
373,Brasília,10,28,21.972727272727273,23.3,18.4,20.99354838709677,24.0,-2.8,0.9791788856305033,-0.6999999999999993,21.2
374,Canoas,1,10,18.73333333333333,24.2,13.4,17.237426900584794,24.7,-2.8,1.4959064327485372,-0.5,16.2
375,Canoas,9,5,13.45,24.4,-2.8,17.59526627218935,24.5,-2.8,-4.14526627218935,-0.10000000000000142,0.0
376,Canoas,9,13,17.2875,22.9,12.4,17.59526627218935,24.5,-2.8,-0.3077662721893475,-1.6000000000000014,15.2
377,Hamilton,8,2,13.0,9.6,10.4,13.578666666666669,9.9,10.0,-0.5786666666666687,-0.3000000000000007,0.40000000000000036
378,Hamilton,11,30,12.566666666666668,9.3,10.9,13.928846153846148,9.9,10.0,-1.3621794871794801,-0.5999999999999996,0.9000000000000004
379,Johannesburg,1,31,13.399999999999999,7.6,16.2,14.73051948051949,9.7,10.1,-1.3305194805194915,-2.0999999999999996,6.1
380,Johannesburg,6,8,18.599999999999998,20.3,16.7,14.852980132450336,9.8,-2.8,3.747019867549662,10.5,19.5
381,Johannesburg,11,19,13.475,9.5,16.5,14.938181818181823,9.7,10.0,-1.4631818181818232,-0.1999999999999993,6.5
382,Kherson,8,24,4.622222222222224,22.4,-0.1,8.261071428571421,9.8,-0.1,-3.6388492063491977,12.599999999999998,0.0
383,Kherson,10,16,8.833333333333332,6.9,-1.0,8.739837398373986,9.9,-0.1,0.09349593495934627,-3.0,-0.9
384,Kiev,2,6,8.223076923076924,7.9,-3.4,6.933935018050539,9.4,-0.1,1.2891419050263853,-1.5,-3.3
385,Kiev,8,13,8.8,2.6,-1.6,7.458718861209961,9.9,-0.1,1.3412811387900394,-7.300000000000001,-1.5
386,Kiev,8,19,8.40909090909091,18.6,-1.4,7.458718861209961,9.9,-0.1,0.9503720478809488,8.700000000000001,-1.2999999999999998
387,Lvov,10,24,3.8833333333333333,6.8,-4.0,7.644747081712063,9.9,-0.4,-3.7614137483787293,-3.1000000000000005,-3.6
388,Marseille,5,16,11.637500000000001,9.0,11.1,15.134782608695655,9.9,-2.8,-3.497282608695654,-0.9000000000000004,13.899999999999999
389,Marseille,10,28,14.218181818181819,9.7,10.0,14.868525896414337,9.9,-2.8,-0.6503440782325178,-0.20000000000000107,12.8
390,Odesa,3,3,6.933333333333334,3.2,-0.2,9.479037800687284,9.9,-0.2,-2.54570446735395,-6.7,0.0
391,Odesa,4,25,15.036363636363637,8.0,-2.8,10.866544117647061,9.9,-0.1,4.169819518716576,-1.9000000000000004,-2.6999999999999997
392,Odesa,5,29,5.142857142857143,6.7,-0.1,9.846296296296302,9.8,-0.0,-4.703439153439159,-3.1000000000000005,-0.1
393,Odesa,6,11,11.833333333333334,21.9,-2.8,10.268551236749119,9.8,-0.2,1.5647820965842154,12.099999999999998,-2.5999999999999996
394,Odesa,6,30,7.763636363636365,8.8,-0.2,10.268551236749119,9.8,-0.2,-2.504914873112754,-1.0,0.0
395,Paris,8,23,11.5,9.9,17.0,10.346181818181812,9.9,-0.9,1.1538181818181883,0.0,17.9
396,Paris,12,29,10.433333333333335,9.6,15.4,10.358275862068965,9.9,-0.0,0.07505747126437079,-0.3000000000000007,15.4
397,Stockholm,5,19,8.858333333333333,8.8,-3.8,6.164459930313588,9.7,-0.1,2.6938734030197447,-0.8999999999999986,-3.6999999999999997
398,Stockholm,11,20,7.577777777777778,4.8,-9.0,6.664727272727271,9.9,-0.3,0.9130505050505073,-5.1000000000000005,-8.7
399,Stockholm,12,9,8.8,8.7,-3.3,6.302996254681646,9.6,-0.1,2.497003745318355,-0.9000000000000004,-3.1999999999999997
